web-scraper-order,web-scraper-start-url,squadraCasa,squadraOspite,selectorRisultato,linkPartita,linkPartita-href,selectorQuota1Media,selectorQuotaxMedia,selectorQuota2Media,buttonUnderOver,selectorQuotaOver25Media,selectorQuotaUnder25Media,buttonGoalNoGoal,paginationButton,selectorQuotaGoalMedia,selectorQuotaNoGoalMedia
"1739928032-180","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Dortmund","Francoforte","4–0","18:30Dortmund44–0Francoforte0","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/dortmund-francoforte-O2F7p3IJ/","1.58","4.55","4.90","","1.42","2.69","","","1.50","2.44"
"1739928041-181","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Colonia","Bayern","1–2","15:30Colonia11–2Bayern2","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/colonia-bayern-C2M87NL1/","5.84","5.34","1.42","","1.29","3.43","","","1.42","2.68"
"1739928049-182","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Bochum","Leverkusen","3–0","15:30Bochum33–0Leverkusen0","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/bochum-leverkusen-bBUeT4rL/","4.06","4.37","1.70","","1.38","2.87","","","1.41","2.71"
"1739928057-183","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Monchengladbach","Augusta","2–0","15:30Monchengladbach22–0Augusta0","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/b-monchengladbach-augsburg-Q5QC6sy8/","1.94","3.89","3.45","","1.40","2.78","","","1.38","2.85"
"1739928066-184","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Stoccarda","Amburgo","3–0","20:45Stoccarda33–0Amburgo0","https://www.oddsportal.com/it/football/germany/2-bundesliga-2022-2023/stoccarda-amburgo-GrBjC1EI/","1.63","4.07","4.92","","1.62","2.20","","","1.66","2.12"
"1739928074-185","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Amburgo","Stoccarda","1–3","20:45Amburgo11–3Stoccarda3","https://www.oddsportal.com/it/football/germany/2-bundesliga-2022-2023/amburgo-stoccarda-fZ9fBLTO/","2.93","3.78","2.19","","1.50","2.43","","","1.46","2.56"
"1739928112-186","https://www.oddsportal.com/it/football/england/premier-league/results/","Fulham","Newcastle","3–1","16:00Fulham33–1Newcastle1","https://www.oddsportal.com/it/football/england/premier-league/fulham-newcastle-pYXoP0FD/","2.82","3.45","2.41","","1.63","2.17","","","1.51","2.38"
"1739928120-187","https://www.oddsportal.com/it/football/england/premier-league/results/","Aston Villa","Wolves","3–1","16:00Aston Villa33–1Wolves1","https://www.oddsportal.com/it/football/england/premier-league/aston-villa-wolves-d8abY4hR/","1.59","4.17","5.21","","1.59","2.25","","","1.65","2.10"
"1739928129-188","https://www.oddsportal.com/it/football/england/premier-league/results/","Crystal Palace","Manchester Utd","0–0","18:30Crystal Palace00–0Manchester Utd0","https://www.oddsportal.com/it/football/england/premier-league/crystal-palace-manchester-utd-OIqwRMp1/","2.80","3.51","2.39","","1.65","2.15","","","1.53","2.36"
"1739928137-189","https://www.oddsportal.com/it/football/england/premier-league/results/","Brighton","Nottingham","2–2","15:00Brighton22–2Nottingham2","https://www.oddsportal.com/it/football/england/premier-league/brighton-nottingham-GhtVSrGl/","1.81","3.65","4.26","","1.78","1.95","","","1.72","2.00"
"1739928146-190","https://www.oddsportal.com/it/football/england/premier-league/results/","Manchester City","Arsenal","2–2","17:30Manchester City22–2Arsenal2","https://www.oddsportal.com/it/football/england/premier-league/manchester-city-arsenal-UwFBuMaf/","1.77","3.51","4.81","","1.96","1.78","","","1.86","1.85"
"1739928154-191","https://www.oddsportal.com/it/football/england/premier-league/results/","Bournemouth","Manchester City","2–1","16:00Bournemouth22–1Manchester City1","https://www.oddsportal.com/it/football/england/premier-league/bournemouth-manchester-city-MqhPmaA4/","5.75","4.37","1.52","","1.52","2.40","","","1.61","2.17"
"1739928163-192","https://www.oddsportal.com/it/football/england/premier-league/results/","Wolves","Crystal Palace","2–2","18:30Wolves22–2Crystal Palace2","https://www.oddsportal.com/it/football/england/premier-league/wolves-crystal-palace-EJ4unbdE/","2.39","3.26","2.97","","1.90","1.83","","","1.69","2.06"
"1739928171-193","https://www.oddsportal.com/it/football/england/premier-league/results/","Tottenham","Aston Villa","4–1","15:00Tottenham44–1Aston Villa1","https://www.oddsportal.com/it/football/england/premier-league/tottenham-aston-villa-drzevnw8/","1.91","3.92","3.55","","1.42","2.69","","","1.40","2.73"
"1739928179-194","https://www.oddsportal.com/it/football/england/premier-league/results/","Manchester Utd","Chelsea","1–1","17:30Manchester Utd11–1Chelsea1","https://www.oddsportal.com/it/football/england/premier-league/manchester-utd-chelsea-zil0kCo9/","2.61","3.55","2.55","","1.45","2.59","","","1.39","2.80"
"1739928188-195","https://www.oddsportal.com/it/football/england/premier-league/results/","Fulham","Brentford","2–1","21:00Fulham22–1Brentford1","https://www.oddsportal.com/it/football/england/premier-league/fulham-brentford-ratYowuH/","1.99","3.67","3.52","","1.65","2.13","","","1.56","2.25"
"1739928196-196","https://www.oddsportal.com/it/football/england/premier-league/results/","Ipswich","Bournemouth","1–2","15:00Ipswich11–2Bournemouth2","https://www.oddsportal.com/it/football/england/premier-league/ipswich-bournemouth-MsVZ2pYb/","3.77","3.71","1.90","","1.63","2.16","","","1.58","2.23"
"1739928205-197","https://www.oddsportal.com/it/football/england/premier-league/results/","Fulham","Arsenal","1–1","15:00Fulham11–1Arsenal1","https://www.oddsportal.com/it/football/england/premier-league/fulham-arsenal-0StR463n/","5.21","4.11","1.60","","1.69","2.06","","","1.73","1.98"
"1739928213-198","https://www.oddsportal.com/it/football/england/premier-league/results/","Tottenham","Chelsea","3–4","17:30Tottenham33–4Chelsea4","https://www.oddsportal.com/it/football/england/premier-league/tottenham-chelsea-KxDMgteo/","2.84","3.86","2.22","","1.32","3.17","","","1.31","3.18"
"1739928222-199","https://www.oddsportal.com/it/football/england/premier-league/results/","West Ham","Wolves","2–1","21:00West Ham22–1Wolves1","https://www.oddsportal.com/it/football/england/premier-league/west-ham-wolves-xEs71hEi/","1.79","3.82","4.17","","1.64","2.14","","","1.59","2.21"
"1739928230-200","https://www.oddsportal.com/it/football/england/premier-league/results/","Wolves","Ipswich","1–2","16:00Wolves11–2Ipswich2","https://www.oddsportal.com/it/football/england/premier-league/wolves-ipswich-zoBXDM3E/","1.94","3.57","3.72","","1.73","2.00","","","1.63","2.16"
"1739928238-201","https://www.oddsportal.com/it/football/england/premier-league/results/","Brighton","Arsenal","1–1","18:30Brighton11–1Arsenal1","https://www.oddsportal.com/it/football/england/premier-league/brighton-arsenal-E9ws2J5e/","4.58","3.53","1.78","","1.89","1.84","","","1.79","1.93"
"1739928247-202","https://www.oddsportal.com/it/football/england/premier-league/results/","Fulham","Ipswich","2–2","15:00Fulham22–2Ipswich2","https://www.oddsportal.com/it/football/england/premier-league/fulham-ipswich-2VJyO0SE/","1.53","4.12","5.93","","1.74","1.99","","","1.82","1.91"
"1739928255-203","https://www.oddsportal.com/it/football/england/premier-league/results/","Liverpool","Manchester Utd","2–2","17:30Liverpool22–2Manchester Utd2","https://www.oddsportal.com/it/football/england/premier-league/liverpool-manchester-utd-bcDpMvcR/","1.34","5.36","7.84","","1.47","2.53","","","1.74","1.99"
"1739928263-204","https://www.oddsportal.com/it/football/england/premier-league/results/","Wolves","Nottingham","0–3","21:00Wolves00–3Nottingham3","https://www.oddsportal.com/it/football/england/premier-league/wolves-nottingham-2g6Z30ht/","3.85","3.41","1.96","","1.80","1.93","","","1.69","2.06"
"1739928271-205","https://www.oddsportal.com/it/football/england/premier-league/results/","Chelsea","Bournemouth","2–2","20:30Chelsea22–2Bournemouth2","https://www.oddsportal.com/it/football/england/premier-league/chelsea-bournemouth-A1GB5DTp/","1.50","4.66","5.42","","1.38","2.85","","","1.49","2.45"
"1739928280-206","https://www.oddsportal.com/it/football/england/premier-league/results/","Fulham","Nottingham","2–1","16:00Fulham22–1Nottingham1","https://www.oddsportal.com/it/football/england/premier-league/fulham-nottingham-t0T4Q863/","2.12","3.33","3.42","","1.90","1.83","","","1.71","2.02"
"1739928288-207","https://www.oddsportal.com/it/football/england/premier-league/results/","Aston Villa","Ipswich","1–1","16:00Aston Villa11–1Ipswich1","https://www.oddsportal.com/it/football/england/premier-league/aston-villa-ipswich-8lQxNZaB/","1.40","4.83","7.03","","1.50","2.44","","","1.68","2.08"
"1739928296-208","https://www.oddsportal.com/it/football/england/premier-league/results/","Crystal Palace","Everton","1–2","18:30Crystal Palace11–2Everton2","https://www.oddsportal.com/it/football/england/premier-league/crystal-palace-everton-l6tJ25Ed/","1.98","3.09","4.27","","2.41","1.51","","","2.08","1.67"
"1739928304-209","https://www.oddsportal.com/it/football/england/premier-league/results/","Liverpool","Wolves","2–1","15:00Liverpool22–1Wolves1","https://www.oddsportal.com/it/football/england/premier-league/liverpool-wolves-UZvLMQ5S/","1.22","6.60","10.98","","1.40","2.76","","","1.86","1.85"
"1739928313-210","https://www.oddsportal.com/it/football/england/premier-league/results/","Tottenham","Manchester Utd","1–0","17:30Tottenham11–0Manchester Utd0","https://www.oddsportal.com/it/football/england/premier-league/tottenham-manchester-utd-v9lpNfH8/","2.16","3.72","3.03","","1.46","2.57","","","1.40","2.73"
"1739928363-211","https://www.oddsportal.com/it/football/england/premier-league-2023-2024/results/","Brighton","West Ham","1–3","18:30Brighton11–3West Ham3","https://www.oddsportal.com/it/football/england/premier-league-2023-2024/brighton-west-ham-hvN0rX4D/","1.49","4.56","5.76","","1.46","2.57","","","1.57","2.28"
"1739928372-212","https://www.oddsportal.com/it/football/england/premier-league-2023-2024/results/","Sheffield Utd","Manchester City","1–2","15:00Sheffield Utd11–2Manchester City2","https://www.oddsportal.com/it/football/england/premier-league-2023-2024/sheffield-utd-manchester-city-0ppSbhkf/","13.50","6.94","1.19","","1.55","2.32","","","2.28","1.57"
"1739928380-213","https://www.oddsportal.com/it/football/england/premier-league-2023-2024/results/","Burnley","Aston Villa","1–3","15:00Burnley11–3Aston Villa3","https://www.oddsportal.com/it/football/england/premier-league-2023-2024/burnley-aston-villa-fq1q7GsE/","3.10","3.44","2.22","","1.76","1.97","","","1.61","2.19"
"1739928388-214","https://www.oddsportal.com/it/football/england/premier-league-2023-2024/results/","Newcastle","Liverpool","1–2","17:30Newcastle11–2Liverpool2","https://www.oddsportal.com/it/football/england/premier-league-2023-2024/newcastle-liverpool-MgoOaYZm/","2.18","3.68","2.99","","1.49","2.48","","","1.44","2.63"
"1739928397-215","https://www.oddsportal.com/it/football/england/premier-league-2023-2024/results/","Luton","West Ham","1–2","21:00Luton11–2West Ham2","https://www.oddsportal.com/it/football/england/premier-league-2023-2024/luton-west-ham-zF0205Qb/","4.56","3.91","1.71","","1.69","2.07","","","1.68","2.08"
"1739928405-216","https://www.oddsportal.com/it/football/england/premier-league-2023-2024/results/","Crystal Palace","Nottingham","0–0","18:30Crystal Palace00–0Nottingham0","https://www.oddsportal.com/it/football/england/premier-league-2023-2024/crystal-palace-nottingham-bFbnD3R1/","2.28","3.09","3.42","","2.29","1.57","","","1.95","1.77"
"1739928414-217","https://www.oddsportal.com/it/football/england/premier-league-2023-2024/results/","Wolves","Aston Villa","1–1","15:00Wolves11–1Aston Villa1","https://www.oddsportal.com/it/football/england/premier-league-2023-2024/wolves-aston-villa-GAT6GxYg/","3.56","3.51","2.04","","1.76","2.00","","","1.63","2.15"
